Genome	Phagocyte-generalist prediction	Phagocyte-entamoebid prediction	Phagocyte-rozellid prediction	Prototrophy prediction	Photosynthesis prediction
0.15.9.EP00298_Acanthocystis_sp_HF-20	0.0497104589071894	0.569856256223823	0.0699819316641046	0.000649390373073897	0.000346305019005866
0.20.1.EP00298_Acanthocystis_sp_HF-20	0.0596491801756746	0.111207353847412	0.0332080972796585	0.00103594120398613	0.000409313878475099
0.20.10.EP00298_Acanthocystis_sp_HF-20	0.0423991771811442	0.579894867488828	0.0722281168667681	0.0018601376209853	0.00043347114803911
0.20.11.EP00298_Acanthocystis_sp_HF-20	0.0210464947447771	0.242780824452701	0.049453219659013	0.00225194065969822	0.000322854529767455
0.20.12.EP00298_Acanthocystis_sp_HF-20	0.093935177326239	0.346252898169377	0.0619381746540891	0.00178272862640612	0.00053513334639565
0.20.13.EP00298_Acanthocystis_sp_HF-20	0.0924590946595423	0.621622897294899	0.528137820735078	0.0018023766589966	0.00070152020649063
0.20.14.EP00298_Acanthocystis_sp_HF-20	0.0447500431250374	0.196158903108049	0.420398792240393	0.00113280215147863	0.000506982121455111
0.20.15.EP00298_Acanthocystis_sp_HF-20	0.0380134323939748	0.298693006091099	0.095381002676983	0.00124055631580496	0.000380890213739783
0.20.16.EP00298_Acanthocystis_sp_HF-20	0.0286281975846132	0.24299845303011	0.242406737210637	0.00183817050045033	0.00082914830165019
0.20.17.EP00298_Acanthocystis_sp_HF-20	0.181136852206837	0.746728912159225	0.673785256811791	0.00112889476817923	0.000604202709213032
0.20.18.EP00298_Acanthocystis_sp_HF-20	0.022479206801869	0.677414262163417	0.299196352300286	0.00142134144424381	0.000559567959613835
0.20.19.EP00298_Acanthocystis_sp_HF-20	0.0148525155921266	0.39308097876507	0.0890404938964867	0.00159008544975032	0.000605609741889665
0.20.2.EP00298_Acanthocystis_sp_HF-20	0.0242441209911806	0.375961407201368	0.186550505527558	0.00106715291276158	0.000451498925591357
0.20.20.EP00298_Acanthocystis_sp_HF-20	0.0308891929727639	0.0852521305807329	0.511547644805406	0.00141705925535032	0.00059099131125844
0.20.3.EP00298_Acanthocystis_sp_HF-20	0.015494656363983	0.233859241652608	0.0516252326034048	0.00105466394914348	0.000587784372330446
0.20.4.EP00298_Acanthocystis_sp_HF-20	0.0133807195091994	0.110896502828753	0.552000467416875	0.00304805550799743	0.000358729651157418
0.20.5.EP00298_Acanthocystis_sp_HF-20	0.0393366054162962	0.492417542699908	0.0830572395982495	0.00192544197239368	0.000696404186322132
0.20.6.EP00298_Acanthocystis_sp_HF-20	0.0444806368119271	0.248607992113787	0.10947289944369	0.00160687409842207	0.000584400697513372
0.20.7.EP00298_Acanthocystis_sp_HF-20	0.0380701059823369	0.26014675164927	0.483255305588176	0.00120617940823642	0.000577826260352056
0.20.8.EP00298_Acanthocystis_sp_HF-20	0.0133079343440426	0.110003156645167	0.0536412546445822	0.00280192944285727	0.000623040867902009
0.20.9.EP00298_Acanthocystis_sp_HF-20	0.163562848050691	0.544019575459683	0.578630243852793	0.00416855621665422	0.000373139077623414
0.25.1.EP00298_Acanthocystis_sp_HF-20	0.0680400629327088	0.0879207175182934	0.0621930842161274	0.00209776194293472	0.000470591100941767
0.25.10.EP00298_Acanthocystis_sp_HF-20	0.291642296489737	0.316003861623904	0.228927217837915	0.00216345466687481	0.000389758162232214
0.25.11.EP00298_Acanthocystis_sp_HF-20	0.19294090936188	0.852334735044929	0.176156280340138	0.00196709966163313	0.000414257330471126
0.25.12.EP00298_Acanthocystis_sp_HF-20	0.0316336077077078	0.235042062597144	0.0763534897688256	0.00185615521289391	0.000368049927600933
0.25.13.EP00298_Acanthocystis_sp_HF-20	0.0998800496175801	0.549902320353422	0.126468295826511	0.00272849258625501	0.00038965621175393
0.25.14.EP00298_Acanthocystis_sp_HF-20	0.36878471924972	0.925735623366938	0.469916726553864	0.00333924154574203	0.000677984042348099
0.25.15.EP00298_Acanthocystis_sp_HF-20	0.219287351505568	0.812394718262973	0.342931673550469	0.00281811041998432	0.000431902826761019
0.25.16.EP00298_Acanthocystis_sp_HF-20	0.195446767471498	0.708748864800305	0.222019151901586	0.00309429410302289	0.000581899404384197
0.25.17.EP00298_Acanthocystis_sp_HF-20	0.0607219804205345	0.704438529875808	0.156211517837196	0.00724664842375532	0.000565510562739859
0.25.18.EP00298_Acanthocystis_sp_HF-20	0.032003388206495	0.231253459674504	0.361554360883993	0.00129660436246546	0.000606646639781342
0.25.19.EP00298_Acanthocystis_sp_HF-20	0.167619536846325	0.570567836746147	0.724155507647923	0.00620526640836132	0.00056348658050871
0.25.2.EP00298_Acanthocystis_sp_HF-20	0.108363833474344	0.301504838619164	0.433669354376164	0.00164317137118732	0.00070695616985396
0.25.20.EP00298_Acanthocystis_sp_HF-20	0.0238687229315632	0.407610046710905	0.0959050357484185	0.000642514113714121	0.000369830271575348
0.25.3.EP00298_Acanthocystis_sp_HF-20	0.0577190096133403	0.775957796439268	0.0722829132775428	0.00269294756488336	0.000558159916088816
0.25.4.EP00298_Acanthocystis_sp_HF-20	0.0598316945085948	0.203309834230009	0.15810371483971	0.00674489962920854	0.000689809479552923
0.25.5.EP00298_Acanthocystis_sp_HF-20	0.231887623290647	0.691904418338416	0.486654744156082	0.00381693948546181	0.000409334921698093
0.25.6.EP00298_Acanthocystis_sp_HF-20	0.108276801204345	0.326950011206983	0.343995456062823	0.0107005510957184	0.000739231841488003
0.25.7.EP00298_Acanthocystis_sp_HF-20	0.167808503778673	0.621479589368105	0.617467113328492	0.0037901435292132	0.00072274041594154
0.25.8.EP00298_Acanthocystis_sp_HF-20	0.412144444412439	0.880338718484287	0.754693679293903	0.00131653901885992	0.00041493036290564
0.25.9.EP00298_Acanthocystis_sp_HF-20	0.178450918446953	0.388820978654323	0.352611018281642	0.00186167302443449	0.000515644131777055
0.30.1.EP00298_Acanthocystis_sp_HF-20	0.134083858886102	0.740013158494881	0.61388196146615	0.00489836971047823	0.000695450051734323
0.30.10.EP00298_Acanthocystis_sp_HF-20	0.490339052872664	0.830719757717632	0.660462931185301	0.0067757483419284	0.000600745483905912
0.30.11.EP00298_Acanthocystis_sp_HF-20	0.659258173332906	0.914950771620785	0.89729124168543	0.00827111592108073	0.0006457441222425
0.30.12.EP00298_Acanthocystis_sp_HF-20	0.220656150562187	0.759264478104105	0.0893364824753601	0.00632590421886536	0.000751557091856335
0.30.13.EP00298_Acanthocystis_sp_HF-20	0.362312983813734	0.835316879900085	0.590746941364346	0.00578353541345527	0.000626251913602736
0.30.14.EP00298_Acanthocystis_sp_HF-20	0.101557238497183	0.553457174173146	0.122500611076095	0.00517648330684089	0.000728339676555347
0.30.15.EP00298_Acanthocystis_sp_HF-20	0.332712041146776	0.76640990435374	0.822022882618622	0.00560511863242266	0.0005156356510327
0.30.16.EP00298_Acanthocystis_sp_HF-20	0.530279478933372	0.603229252672422	0.470919909487624	0.00116733713681533	0.000698509867622247
0.30.17.EP00298_Acanthocystis_sp_HF-20	0.167713540944483	0.391663064917632	0.52976896069887	0.00523989958482466	0.000668652496869302
0.30.18.EP00298_Acanthocystis_sp_HF-20	0.152339085811911	0.800158152367161	0.153403660431791	0.00650669031744927	0.000608261412448199
0.30.19.EP00298_Acanthocystis_sp_HF-20	0.280564285608696	0.651380555767553	0.672324986086125	0.00326795748737904	0.000705585416681093
0.30.2.EP00298_Acanthocystis_sp_HF-20	0.405545408694022	0.735941303550682	0.643566695568506	0.0257590414726793	0.000751177478334033
0.30.20.EP00298_Acanthocystis_sp_HF-20	0.72550510395044	0.866004449667794	0.8851998813623	0.0037817339649537	0.000569314335846111
0.30.3.EP00298_Acanthocystis_sp_HF-20	0.45336171993308	0.929974857104574	0.927084267233647	0.00316278976678013	0.00060050570128451
0.30.4.EP00298_Acanthocystis_sp_HF-20	0.415733491955029	0.793942705707746	0.155892919071547	0.00317189611652489	0.000392426249754753
0.30.5.EP00298_Acanthocystis_sp_HF-20	0.108298934490469	0.620476678163089	0.0435148406748269	0.00394654199125256	0.000722569398030589
0.30.6.EP00298_Acanthocystis_sp_HF-20	0.106472151470342	0.456469253261114	0.161751356495116	0.0121541292354466	0.000541682574154176
0.30.7.EP00298_Acanthocystis_sp_HF-20	0.313503769046692	0.586636109761556	0.132948846979869	0.00434370549494154	0.000680298066343849
0.30.8.EP00298_Acanthocystis_sp_HF-20	0.533658334387171	0.930095184669439	0.63059135086666	0.00322086525547047	0.00036547692107596
0.30.9.EP00298_Acanthocystis_sp_HF-20	0.376805147802033	0.716525205716672	0.599689050177669	0.00201767832739618	0.000460476869897651
0.35.1.EP00298_Acanthocystis_sp_HF-20	0.728856652395741	0.82011734430783	0.414207469742448	0.00949325118357948	0.00083987834725707
0.35.10.EP00298_Acanthocystis_sp_HF-20	0.451614147734242	0.657085590608577	0.161319788676639	0.00942174718605708	0.000644184033776682
0.35.11.EP00298_Acanthocystis_sp_HF-20	0.320674914540658	0.707656715716608	0.157024736712046	0.00345689557263751	0.00082941571789967
0.35.12.EP00298_Acanthocystis_sp_HF-20	0.217897008618745	0.672594813062186	0.136414896371228	0.00526861101628924	0.000700773915601595
0.35.13.EP00298_Acanthocystis_sp_HF-20	0.307111257963064	0.743121665024739	0.137502253683189	0.00788162436016967	0.000712090727821937
0.35.14.EP00298_Acanthocystis_sp_HF-20	0.238581364886078	0.948263421788349	0.376521338475649	0.00202498277703833	0.000726362121063766
0.35.15.EP00298_Acanthocystis_sp_HF-20	0.522964125943969	0.914552012254084	0.311381179253867	0.00251308889084635	0.000473295323569379
0.35.16.EP00298_Acanthocystis_sp_HF-20	0.6721849122983	0.912220042630954	0.538093148752829	0.00392224674678383	0.000461545640635416
0.35.17.EP00298_Acanthocystis_sp_HF-20	0.391591849216685	0.591412524311947	0.776528007741352	0.010105639534216	0.000611347419205152
0.35.18.EP00298_Acanthocystis_sp_HF-20	0.605678637602214	0.837013057282822	0.642125665977384	0.0104890162066581	0.000664994502721107
0.35.19.EP00298_Acanthocystis_sp_HF-20	0.683625689772874	0.949952974515307	0.890951411541074	0.0297352433123843	0.00057451292607622
0.35.2.EP00298_Acanthocystis_sp_HF-20	0.293825564226531	0.912520938096613	0.171842806435427	0.0066059514065998	0.000669403550185984
0.35.20.EP00298_Acanthocystis_sp_HF-20	0.249349843849906	0.80681006456653	0.622364031804164	0.00993440702673832	0.00073924905358565
0.35.3.EP00298_Acanthocystis_sp_HF-20	0.616016180602868	0.742377460484867	0.170571608664913	0.00507994051054035	0.000723196841556603
0.35.4.EP00298_Acanthocystis_sp_HF-20	0.543937067595558	0.925616516174413	0.801364778069155	0.00313479398334424	0.000630616372057016
0.35.5.EP00298_Acanthocystis_sp_HF-20	0.49805207457745	0.922943998570008	0.401332849927748	0.00416496654418603	0.000750287203139892
0.35.6.EP00298_Acanthocystis_sp_HF-20	0.353376078099794	0.716737261233494	0.742633802524685	0.00418166104310223	0.000762729456006236
0.35.7.EP00298_Acanthocystis_sp_HF-20	0.854168139082475	0.935171089758932	0.836980839279405	0.0209662413853048	0.00037704681955269
0.35.8.EP00298_Acanthocystis_sp_HF-20	0.509071045167124	0.92206108301425	0.615370270614011	0.00395884782732881	0.000784194169043415
0.35.9.EP00298_Acanthocystis_sp_HF-20	0.274893782538889	0.924317146006179	0.159340991580372	0.0263527417708621	0.000648111545975617
0.40.1.EP00298_Acanthocystis_sp_HF-20	0.734331542757789	0.866380048780408	0.592644947463161	0.00694149536972849	0.000665368852575642
0.40.10.EP00298_Acanthocystis_sp_HF-20	0.479323138809832	0.92452173798882	0.383565756795059	0.00987326499281241	0.000675099885316022
0.40.11.EP00298_Acanthocystis_sp_HF-20	0.864544803131007	0.923228133162915	0.937567244464227	0.0193495231306762	0.000611402485345987
0.40.12.EP00298_Acanthocystis_sp_HF-20	0.611956550802489	0.91068038669427	0.160335103532637	0.0112044986213616	0.000626585003471211
0.40.13.EP00298_Acanthocystis_sp_HF-20	0.14578714155946	0.492856868164	0.142240065354578	0.0106509139493748	0.000764248757267182
0.40.14.EP00298_Acanthocystis_sp_HF-20	0.902095818583986	0.985989181848482	0.883380037563555	0.00757501011141756	0.000600594602242496
0.40.15.EP00298_Acanthocystis_sp_HF-20	0.577588002097712	0.971824102492885	0.909355194137269	0.00725585049440951	0.000756670012927076
0.40.16.EP00298_Acanthocystis_sp_HF-20	0.427069534882112	0.863966407999454	0.79267792163963	0.0142445964044607	0.000714277098797006
0.40.17.EP00298_Acanthocystis_sp_HF-20	0.296007754222404	0.8815272398748	0.367704626117114	0.0224039690451147	0.000660120329094448
0.40.18.EP00298_Acanthocystis_sp_HF-20	0.701047180702526	0.985766839686047	0.655216659447427	0.00709754916530939	0.000810776764106003
0.40.19.EP00298_Acanthocystis_sp_HF-20	0.530137689479913	0.948714672993965	0.723599208111122	0.0147923540820477	0.000600695433304509
0.40.2.EP00298_Acanthocystis_sp_HF-20	0.547002085823153	0.937728497553879	0.841492866134708	0.00764974947056524	0.000643644637876366
0.40.20.EP00298_Acanthocystis_sp_HF-20	0.653746886334703	0.793057319058305	0.152313582893457	0.00451087301950859	0.000650239856768578
0.40.3.EP00298_Acanthocystis_sp_HF-20	0.413246592535946	0.943697691135623	0.350740098820352	0.00802515544851293	0.000690613177861398
0.40.4.EP00298_Acanthocystis_sp_HF-20	0.838231098600089	0.982558657577502	0.876293881448981	0.02271349226418	0.000657462547610514
0.40.5.EP00298_Acanthocystis_sp_HF-20	0.514911983198179	0.928869085756759	0.337628561775494	0.00962740669584271	0.000698521320577865
0.40.6.EP00298_Acanthocystis_sp_HF-20	0.532821938691957	0.889477603717304	0.129489096644372	0.00786067788663995	0.000774993401614721
0.40.7.EP00298_Acanthocystis_sp_HF-20	0.300295556542191	0.832777988035999	0.336250548973689	0.00453830925706472	0.000707452631432757
0.40.8.EP00298_Acanthocystis_sp_HF-20	0.549173703584873	0.908169338739399	0.721173035033237	0.0162627437929248	0.00084038383957223
0.40.9.EP00298_Acanthocystis_sp_HF-20	0.514949853522451	0.947381107982415	0.395964896073919	0.0169607513796586	0.000687759795766651
0.45.1.EP00298_Acanthocystis_sp_HF-20	0.947103707005995	0.976663602373737	0.950151130672464	0.0151169556608338	0.000602751996661115
0.45.10.EP00298_Acanthocystis_sp_HF-20	0.847679601050295	0.992101911949451	0.86631121692282	0.0220655054884588	0.000614529098673445
0.45.11.EP00298_Acanthocystis_sp_HF-20	0.753957554915723	0.897617161565956	0.832905902001092	0.0175825124682588	0.000428771385072713
0.45.12.EP00298_Acanthocystis_sp_HF-20	0.876548005434924	0.964894352365284	0.931255738288095	0.0117620091392318	0.000712173596832287
0.45.13.EP00298_Acanthocystis_sp_HF-20	0.881703453222489	0.955492876154321	0.923421701349139	0.00456990860921872	0.000505087295237096
0.45.14.EP00298_Acanthocystis_sp_HF-20	0.852516108212512	0.971310206556591	0.878512963748694	0.0286901555819895	0.000790825316468786
0.45.15.EP00298_Acanthocystis_sp_HF-20	0.729372181919624	0.968226691121737	0.80597524995591	0.0371007833842782	0.000841277568191201
0.45.16.EP00298_Acanthocystis_sp_HF-20	0.786806409226669	0.9328494639929	0.838520113080512	0.0120656693522955	0.000785685551362874
0.45.17.EP00298_Acanthocystis_sp_HF-20	0.763711959556677	0.977955024544887	0.907844334465169	0.0185489914273526	0.000855041579761199
0.45.18.EP00298_Acanthocystis_sp_HF-20	0.768489212135561	0.982324566776418	0.924148094571724	0.0152366763959108	0.000850508243373896
0.45.19.EP00298_Acanthocystis_sp_HF-20	0.750883583412045	0.985056542509553	0.884321554076748	0.0368259663557767	0.000680108969272018
0.45.2.EP00298_Acanthocystis_sp_HF-20	0.896350793381162	0.970933113440984	0.828909973644812	0.00342574875710338	0.000803352660339945
0.45.20.EP00298_Acanthocystis_sp_HF-20	0.796595426037548	0.915581504815087	0.787987537979896	0.0121300410709446	0.000546583216000535
0.45.3.EP00298_Acanthocystis_sp_HF-20	0.880712291921478	0.966328758136222	0.825745590031731	0.0194743783697022	0.000881635436329596
0.45.4.EP00298_Acanthocystis_sp_HF-20	0.850541417654213	0.949730853309984	0.760744342395459	0.01697959206112	0.000632535412675121
0.45.5.EP00298_Acanthocystis_sp_HF-20	0.732518846624749	0.962402697764759	0.703791117928161	0.00667727880574252	0.000722448178392971
0.45.6.EP00298_Acanthocystis_sp_HF-20	0.460545530535822	0.924162251458195	0.533478983122729	0.0181559871066888	0.000673104702149712
0.45.7.EP00298_Acanthocystis_sp_HF-20	0.857890696153146	0.947750348504463	0.777549307277627	0.0409213772853742	0.00086277307244897
0.45.8.EP00298_Acanthocystis_sp_HF-20	0.703365783631359	0.835074681221673	0.104110692050036	0.00909318856648124	0.00068664681556248
0.45.9.EP00298_Acanthocystis_sp_HF-20	0.712813317189959	0.823040856503651	0.879102670424846	0.0162907074439956	0.000630296166067121
0.50.1.EP00298_Acanthocystis_sp_HF-20	0.796858922778257	0.961062130052901	0.684229491324805	0.0254637623340855	0.000714838518354903
0.50.10.EP00298_Acanthocystis_sp_HF-20	0.895234434536832	0.989561021657063	0.921507730331518	0.0153575344590238	0.000620450873189203
0.50.11.EP00298_Acanthocystis_sp_HF-20	0.811113067785626	0.929415912062336	0.933222735561421	0.00713865769863095	0.000568318893628435
0.50.12.EP00298_Acanthocystis_sp_HF-20	0.883779254435006	0.969530123337433	0.696552567603331	0.0122221358466589	0.000764558818240185
0.50.13.EP00298_Acanthocystis_sp_HF-20	0.463386463166425	0.640335906949511	0.181493137170114	0.0057015586567763	0.000620683347403587
0.50.14.EP00298_Acanthocystis_sp_HF-20	0.882666367839118	0.956654736717887	0.943398649197184	0.00644503302056899	0.000908006075753601
0.50.15.EP00298_Acanthocystis_sp_HF-20	0.751714118945889	0.951981919146315	0.90102811370619	0.0149647398102363	0.000792745534699793
0.50.16.EP00298_Acanthocystis_sp_HF-20	0.84767672375378	0.979949098654226	0.33856836732496	0.035345789865334	0.0008890087792411
0.50.17.EP00298_Acanthocystis_sp_HF-20	0.91910362303336	0.973793375423855	0.872222872645746	0.0678353927758863	0.000832522754644322
0.50.18.EP00298_Acanthocystis_sp_HF-20	0.867803730395175	0.984970341999115	0.165073649774789	0.016649116023992	0.000695421816583583
0.50.19.EP00298_Acanthocystis_sp_HF-20	0.890053633833457	0.966502895062516	0.86823712467903	0.0295429394920267	0.000670397493072928
0.50.2.EP00298_Acanthocystis_sp_HF-20	0.894979070161946	0.995465963459584	0.49644765739955	0.0106001882504879	0.000617412494598521
0.50.20.EP00298_Acanthocystis_sp_HF-20	0.796504178651216	0.956521471516499	0.503139606203024	0.0220065396915457	0.000661828854921123
0.50.3.EP00298_Acanthocystis_sp_HF-20	0.906319950807499	0.943618726880677	0.945639478545452	0.0112049953295732	0.000750913007650309
0.50.4.EP00298_Acanthocystis_sp_HF-20	0.835395525221723	0.989207008107249	0.961273975620479	0.0253448579482082	0.000626023623398646
0.50.5.EP00298_Acanthocystis_sp_HF-20	0.888553773855001	0.978956119831637	0.827181797165239	0.0286920859745483	0.000516412947313708
